,web-scraper-order,web-scraper-start-url,Paginator,productPage,productPage-href,instagramHandles
116,1648112828-92,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc&page=6,Jbfashion,https://www.faire.com/brand/b_g44bgqxy4g?refC=All%20Products&refF=maker_value%3Amade_in_netherlands&sortingHint=true,@Jb7810
117,1648112856-210,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc&page=12,Betere producten,https://www.faire.com/brand/b_9t3mt8gddh?refC=All%20Products&refF=maker_value%3Amade_in_netherlands&sortingHint=true,@www.instagram.com
118,1648112851-187,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc&page=11,curve and you,https://www.faire.com/brand/b_9m6qur2y5p?refC=All%20Products&refF=maker_value%3Amade_in_netherlands&sortingHint=true,@www.instagram.com
119,1648112808-21,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc&page=2,Yours Naturally,https://www.faire.com/brand/b_1p2hqkro77?refC=All%20Products&refF=maker_value%3Amade_in_netherlands&sortingHint=true,@yoursnaturallynl
120,1648112842-158,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc&page=9,Een blik vol ontwikkeling,https://www.faire.com/brand/b_b5w78c7s9s?refC=All%20Products&refF=maker_value%3Amade_in_netherlands&sortingHint=true,@eenblikvolontwikkeling
121,1648112842-156,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc&page=9,Farzin Kavaji,https://www.faire.com/brand/b_85366atkfy?refC=All%20Products&refF=maker_value%3Amade_in_netherlands&sortingHint=true,@farzinkavaji
122,1648112832-117,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc&page=7,Comme Ça Skincare,https://www.faire.com/brand/b_ug476bvcpn?refC=All%20Products&refF=maker_value%3Amade_in_netherlands&sortingHint=true,@www.instagram.com
123,1648112822-81,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc&page=5,All Things We Like,https://www.faire.com/brand/b_4hqpwcpu37?refC=All%20Products&refF=maker_value%3Amade_in_netherlands&sortingHint=true,@all_things_we_like
124,1648112837-141,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc&page=8,Travelfy.art,https://www.faire.com/brand/b_35yaq2ax9u?refC=All%20Products&refF=maker_value%3Amade_in_netherlands&sortingHint=true,@travelfy.art
125,1648112804-6,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc,,&anne,https://www.faire.com/brand/b_5xfjklj2kz?refC=All%20Products&refF=maker_value%3Amade_in_netherlands&sortingHint=true,@andannehello
126,1648112856-213,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc&page=12,GULA DOG CARE,https://www.faire.com/brand/b_zv523x67am?refC=All%20Products&refF=maker_value%3Amade_in_netherlands&sortingHint=true,@www.instagram.com
127,1648112828-91,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc&page=6,Xapron,https://www.faire.com/brand/b_2ay3fcz5mw?refC=All%20Products&refF=maker_value%3Amade_in_netherlands&sortingHint=true,@xapron.nl
128,1648112847-176,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc&page=10,Eufrasia Jewels,https://www.faire.com/brand/b_3psbwq28sw?refC=All%20Products&refF=maker_value%3Amade_in_netherlands&sortingHint=true,@eufrasiajewels
129,1648112822-90,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc&page=5,Vuna Coffee Rituals,https://www.faire.com/brand/b_jq2vxyak63?refC=All%20Products&refF=maker_value%3Amade_in_netherlands&sortingHint=true,@vunacoffeerituals
130,1648112847-179,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc&page=10,Hardicraft,https://www.faire.com/brand/b_8sy6etp5t7?refC=All%20Products&refF=maker_value%3Amade_in_netherlands&sortingHint=true,@hardicraft
131,1648112817-70,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc&page=4,El Jefe Hot Sauce,https://www.faire.com/brand/b_av4db52mp5?refC=All%20Products&refF=maker_value%3Amade_in_netherlands&sortingHint=true,@eljefeprimosalsa
132,1648112842-159,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc&page=9,Olivier,https://www.faire.com/brand/b_ywduuhdfdq?refC=All%20Products&refF=maker_value%3Amade_in_netherlands&sortingHint=true,no handle found
133,1648112866-247,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc&page=14,Elevate Rope,https://www.faire.com/brand/b_zezjww8973?refC=All%20Products&refF=maker_value%3Amade_in_netherlands&sortingHint=true,@geraldo.alken
134,1648112847-167,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc&page=10,Riqueza,https://www.faire.com/brand/b_sacmqckvg8?refC=All%20Products&refF=maker_value%3Amade_in_netherlands&sortingHint=true,@riqueza_cosmetics
135,1648112861-223,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc&page=13,Toffe Peren,https://www.faire.com/brand/b_qvphnueq2j?refC=All%20Products&refF=maker_value%3Amade_in_netherlands&sortingHint=true,@www.instagram.com
136,1648112847-166,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc&page=10,Martita's Creation,https://www.faire.com/brand/b_vdv7abn5k2?refC=All%20Products&refF=maker_value%3Amade_in_netherlands&sortingHint=true,@martitascreation
137,1648112822-86,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc&page=5,Beezonder,https://www.faire.com/brand/b_8guu5ajzwc?refC=All%20Products&refF=maker_value%3Amade_in_netherlands&sortingHint=true,@beezonder
138,1648112861-217,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc&page=13,Tooday,https://www.faire.com/brand/b_bdeueq6e4q?refC=All%20Products&refF=maker_value%3Amade_in_netherlands&sortingHint=true,@tooday_nl
139,1648112808-36,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc&page=2,Wooden Amsterdam,https://www.faire.com/brand/b_4vua0mjdsb?refC=All%20Products&refF=maker_value%3Amade_in_netherlands&sortingHint=true,@wooden_amsterdam
140,1648112817-69,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc&page=4,Hektik.cc,https://www.faire.com/brand/b_f38odi14ly?refC=All%20Products&refF=maker_value%3Amade_in_netherlands&sortingHint=true,@hektikcc
141,1648112817-63,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc&page=4,Eiland Sieraden,https://www.faire.com/brand/b_jajts7gr4g?refC=All%20Products&refF=maker_value%3Amade_in_netherlands&sortingHint=true,@www.instagram.com
142,1648112851-193,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc&page=11,Happinesz,https://www.faire.com/brand/b_5g7az2t6h9?refC=All%20Products&refF=maker_value%3Amade_in_netherlands&sortingHint=true,@happinesz2
143,1648112866-241,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc&page=14,BELLA BARKLEY,https://www.faire.com/brand/b_xkt6sadfkj?refC=All%20Products&refF=maker_value%3Amade_in_netherlands&sortingHint=true,@bella_barkley_collars
144,1648112817-59,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc&page=4,TINAsSewingStudio,https://www.faire.com/brand/b_cjnozzbxhj?refC=All%20Products&refF=maker_value%3Amade_in_netherlands&sortingHint=true,no handle found
145,1648112808-24,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc&page=2,Waytoplay Toys,https://www.faire.com/brand/b_700c0kqddd?refC=All%20Products&refF=maker_value%3Amade_in_netherlands&sortingHint=true,@waytoplaytoys
146,1648112813-47,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc&page=3,IMYOGI,https://www.faire.com/brand/b_c6el0trsvb?refC=All%20Products&refF=maker_value%3Amade_in_netherlands&sortingHint=true,@imyogi.kids
147,1648112851-196,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc&page=11,Purovitalis,https://www.faire.com/brand/b_ws58vchcr9?refC=All%20Products&refF=maker_value%3Amade_in_netherlands&sortingHint=true,no handle found
148,1648112861-227,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc&page=13,Yu Elements,https://www.faire.com/brand/b_g7vm6fjj9y?refC=All%20Products&refF=maker_value%3Amade_in_netherlands&sortingHint=true,@yu_elements_
149,1648112822-79,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc&page=5,Roseah Studio,https://www.faire.com/brand/b_dtjayvuvjn?refC=All%20Products&refF=maker_value%3Amade_in_netherlands&sortingHint=true,@RoseahStudio
150,1648112837-144,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc&page=8,Sigil Stone Studio,https://www.faire.com/brand/b_8z4v7c7jze?refC=All%20Products&refF=maker_value%3Amade_in_netherlands&sortingHint=true,@sigilstonestudio
151,1648112804-3,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc,,DUCETT,https://www.faire.com/brand/b_kdy3sf8dp8?refC=All%20Products&refF=maker_value%3Amade_in_netherlands&sortingHint=true,@ducettjewelry
152,1648112837-135,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc&page=8,De Olde Kruyk,https://www.faire.com/brand/b_du4equygpv?refC=All%20Products&refF=maker_value%3Amade_in_netherlands&sortingHint=true,@deoldekruyk
153,1648112866-246,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc&page=14,ZodiacGlamShop,https://www.faire.com/brand/b_gby9gvd9we?refC=All%20Products&refF=maker_value%3Amade_in_netherlands&sortingHint=true,@zodiacglamshop
154,1648112866-249,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc&page=14,Patricia Bos designs,https://www.faire.com/brand/b_v4dcwnd32f?refC=All%20Products&refF=maker_value%3Amade_in_netherlands&sortingHint=true,@patriciabosdesigns
155,1648112832-110,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc&page=7,Silly Goose,https://www.faire.com/brand/b_z3nvmh7kb4?refC=All%20Products&refF=maker_value%3Amade_in_netherlands&sortingHint=true,@sillygoose.illustraties
156,1648112808-29,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc&page=2,Berben Design,https://www.faire.com/brand/b_byx19hdrwz?refC=All%20Products&refF=maker_value%3Amade_in_netherlands&sortingHint=true,@berbendesign
157,1648112832-120,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc&page=7,Graphecx,https://www.faire.com/brand/b_yxf8h3ary4?refC=All%20Products&refF=maker_value%3Amade_in_netherlands&sortingHint=true,@graphecx
158,1648112851-195,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc&page=11,Stella Luna Arte,https://www.faire.com/brand/b_knq68qjbmg?refC=All%20Products&refF=maker_value%3Amade_in_netherlands&sortingHint=true,@stellalunaarte
159,1648112817-58,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc&page=4,Studio Soph,https://www.faire.com/brand/b_f2sifb6on1?refC=All%20Products&refF=maker_value%3Amade_in_netherlands&sortingHint=true,@studiosophh
160,1648112837-134,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc&page=8,Heketa,https://www.faire.com/brand/b_h9h7ytyy3x?refC=All%20Products&refF=maker_value%3Amade_in_netherlands&sortingHint=true,@Heketa.nl
161,1648112837-138,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc&page=8,Natural Heroes,https://www.faire.com/brand/b_989qwav3bn?refC=All%20Products&refF=maker_value%3Amade_in_netherlands&sortingHint=true,@naturalheroes
162,1648112851-197,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc&page=11,DewyCreations,https://www.faire.com/brand/b_k4vs2qqxbx?refC=All%20Products&refF=maker_value%3Amade_in_netherlands&sortingHint=true,@dewycreations
163,1648112837-131,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc&page=8,Candy Freaks,https://www.faire.com/brand/b_dttmfew99f?refC=All%20Products&refF=maker_value%3Amade_in_netherlands&sortingHint=true,@candy.freaks
164,1648112813-38,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc&page=3,Senza Tempo,https://www.faire.com/brand/b_99ybtmycr2?refC=All%20Products&refF=maker_value%3Amade_in_netherlands&sortingHint=true,@shopsenzatempo
165,1648112822-84,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc&page=5,KÖ Kind Düsseldorf,https://www.faire.com/brand/b_as5ahgcug7?refC=All%20Products&refF=maker_value%3Amade_in_netherlands&sortingHint=true,no handle found
166,1648112866-244,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc&page=14,RELIX care,https://www.faire.com/brand/b_rf8f2nbf93?refC=All%20Products&refF=maker_value%3Amade_in_netherlands&sortingHint=true,@relix_care
167,1648112832-121,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc&page=7,Dutch Tea Maestro,https://www.faire.com/brand/b_dbbhj99hdh?refC=All%20Products&refF=maker_value%3Amade_in_netherlands&sortingHint=true,@dutchteamaestro
168,1648112828-96,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc&page=6,Lily-Flame,https://www.faire.com/brand/b_rgjsvdqaac?refC=All%20Products&refF=maker_value%3Amade_in_netherlands&sortingHint=true,@lilyflame_official
169,1648112817-68,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc&page=4,Het Wol Feetje,https://www.faire.com/brand/b_5zojkt014q?refC=All%20Products&refF=maker_value%3Amade_in_netherlands&sortingHint=true,@het_wol_feetje
170,1648112832-113,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc&page=7,Noot ~Swart,https://www.faire.com/brand/b_ssyz9wx5tt?refC=All%20Products&refF=maker_value%3Amade_in_netherlands&sortingHint=true,@www.instagram.com
171,1648112866-235,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc&page=14,SARAMAH,https://www.faire.com/brand/b_tqq3645ae6?refC=All%20Products&refF=maker_value%3Amade_in_netherlands&sortingHint=true,no handle found
172,1648112866-248,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc&page=14,My name is Sander Dekker,https://www.faire.com/brand/b_4f6g7hzwv4?refC=All%20Products&refF=maker_value%3Amade_in_netherlands&sortingHint=true,@iamsanderdekker
173,1648112842-150,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc&page=9,Label Spruit,https://www.faire.com/brand/b_egv3jtyrds?refC=All%20Products&refF=maker_value%3Amade_in_netherlands&sortingHint=true,@label.spruit
174,1648112817-64,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc&page=4,MAYLI Jewels,https://www.faire.com/brand/b_tg2z5uavd8?refC=All%20Products&refF=maker_value%3Amade_in_netherlands&sortingHint=true,@maylijewels
175,1648112847-180,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc&page=10,Opticcolors,https://www.faire.com/brand/b_vyfv6tqknt?refC=All%20Products&refF=maker_value%3Amade_in_netherlands&sortingHint=true,@opticcolorslenses
176,1648112856-215,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc&page=12,Mobile Stories,https://www.faire.com/brand/b_zskq4zatn3?refC=All%20Products&refF=maker_value%3Amade_in_netherlands&sortingHint=true,no handle found
177,1648112861-231,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc&page=13,B-tasty,https://www.faire.com/brand/b_f7gtz6vw4w?refC=All%20Products&refF=maker_value%3Amade_in_netherlands&sortingHint=true,no handle found
178,1648112804-2,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc,,Elate and Co.,https://www.faire.com/brand/b_4mh8xvmd7o?refC=All%20Products&refF=maker_value%3Amade_in_netherlands&sortingHint=true,@elateandco
179,1648112856-214,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc&page=12,De Tafel Parasol,https://www.faire.com/brand/b_9bbxfg4s34?refC=All%20Products&refF=maker_value%3Amade_in_netherlands&sortingHint=true,no handle found
180,1648112817-67,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc&page=4,The Good Roll,https://www.faire.com/brand/b_d9gacoipi3?refC=All%20Products&refF=maker_value%3Amade_in_netherlands&sortingHint=true,@thegoodroll
181,1648112817-60,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc&page=4,DUTCH DILIGHT,https://www.faire.com/brand/b_acdub9jkqb?refC=All%20Products&refF=maker_value%3Amade_in_netherlands&sortingHint=true,@www.instagram.com
182,1648112808-32,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc&page=2,Kids-ware Lifestyle,https://www.faire.com/brand/b_4tc06lu1ra?refC=All%20Products&refF=maker_value%3Amade_in_netherlands&sortingHint=true,@kidswarelifestyle
183,1648112866-240,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc&page=14,Getekenddoorzusje,https://www.faire.com/brand/b_e8vbvxae4n?refC=All%20Products&refF=maker_value%3Amade_in_netherlands&sortingHint=true,@getekenddoorzusje
184,1648112856-205,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc&page=12,Beast Of Paradise,https://www.faire.com/brand/b_ttw5u2naz4?refC=All%20Products&refF=maker_value%3Amade_in_netherlands&sortingHint=true,@beastofparadise
185,1648112813-51,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc&page=3,Youall Honest Body Care,https://www.faire.com/brand/b_5cm30dgp1x?refC=All%20Products&refF=maker_value%3Amade_in_netherlands&sortingHint=true,@youall_honest_body_care
186,1648112837-140,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc&page=8,letters and lines,https://www.faire.com/brand/b_kacm6abp7d?refC=All%20Products&refF=maker_value%3Amade_in_netherlands&sortingHint=true,@lettersandlines.nl
187,1648112832-115,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc&page=7,Art Bizniz,https://www.faire.com/brand/b_wja3d68g79?refC=All%20Products&refF=maker_value%3Amade_in_netherlands&sortingHint=true,no handle found
